"Data Source Retrieval Date","Data Release Version Date","Data Release Description and Version Number","Study Reference Number","Study Name","Location or Station ID","Job Task or Place","Additional Exposure Info","Interpretive Sample ID","Analytical Sample ID","Laboratory Sample ID","Sample Date","Pump Configuration","Pre-Calibration Flow Rate","Post-Calibration Flow Rate","Flow Rate Unit","Pump Period","Sample Period","Period Unit","Pump ID","Dry Calibrator Serial No","Sample Type","Field Matrix","Field Sample Material","Chemical Name","Chemical Code","Chemical Type","Concentration","Unit","Qualifiers","Validation Level","Nondetect Flag","Analytical Method","Date Analyzed","Lab","Sample Comment","Method of Decontamination","Cleaning Product","Cleaning Product Other Description","Surface Area Covered","Respirator Half","Respirator Full","Respirator SCBA","Respirator Airline","Respirator Mask","Respirator None","Respirator Other Description","Cartridge p100","Cartridge ov","Cartridge Other","Cartridge Other Description","Hands Cotton","Hands Leather","Hands Abrasion","Hands Nitrile","Hands Nitrile Type","Hands PVC","Hands PVC Type","Hands Other","Hands Other Description","Hands None","Feet Steel","Feet Leather","Feet Rubber","Feet Covers","Feet None","Feet Other","Feet Other Description","Hearing Plugs","Hearing Plugs Type","Hearing Muffs","Hearing Muffs_type","Hearing None","Hearing Other","Hearing Other Description","Eyes Glasses","Eyes Goggles","Eyes Shield","Eyes None","Eyes Other","Eyes Other Description","Head Hat","Body Frc","Body Apron","Body Sleeves","Body Pants","Body None","Body Visible","Barrier Suit","Body Impervious Suit","Body Waders","Body Other","Body Other Type"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon","Gross Vessel Decon","","543116","543116","","2010-09-05","tp","1980","1964.9000000000001","mL/min","515","515","min","767554","119614","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.25","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (100psi to 3000psi)","Other","7248","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","6005 PFXL","Y","ENN","N","","N","N","N","N","N","N","N","","Y","NRR29","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon","Gross Vessel Decon","","543258","543258","","2010-09-05","cyclone","1590","1619","mL/min","584","584","min","799982","104092","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.17","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Hand Scrubbing","Other","Orange Chemical #7248","75% to 100%","Y","N","N","N","N","N","","N","N","Y","3M 5303 OV/AG","N","N","N","Y","N-Dex Pouder Free","N","","Y","Nitrosol EN15 (unlined)","N","Y","N","N","Y","N","N","","Y","3M1100 NRR29","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","Y","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon","Gross Vessel Decon","","545465","545465","","2010-09-03","tp","2010","1920","mL/min","466","466","min","591648","878","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.19","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Water Only","","25% to 49%","Y","N","N","N","N","N","","N","N","Y","3M 5203 ORG Vapor / Acid Gas","N","N","N","N","","Y","Outer","Y","Nitrile Inner","N","Y","N","Y","N","N","N","","Y","MAX Lite NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","N","N","Y","Tyvek"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon","Non-Vessel Decon","Vac Truck Hoses","543151","543151","","2010-10-30","tp","1999","2126","mL/min","549","549","min","868773","104092","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Accell Clean (20% concentration)","75% to 100%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","T-Dex Plus","N","","Y","Nitrosol EN15 (unlined)","N","Y","N","N","Y","N","N","","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","Y","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon","Non-Vessel Decon","Vac Truck Hoses","543153","543153","","2010-10-31","tp","1982","2005","mL/min","530","530","min","868773","104092","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.095","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Accell Clean (20% concentration)","75% to 100%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","T-Dex Plus","N","","Y","Nitrosol EN15 (unlined)","N","Y","N","Y","N","N","Y","Metatarsal Guards","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","Y","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon","Non-Vessel Decon","Vac Truck Hoses","546327","546327","","2010-10-30","cyclone","1629","1660","mL/min","552","552","min","799982","104092","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Accell Clean (20% concentration)","75% to 100%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","T-Dex Plus","N","","Y","Nitrosol EN15 (unlined)","N","Y","N","N","Y","N","N","","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","Y","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon","Non-Vessel Decon","Vac Truck Hoses","546341","546341","","2010-10-31","cyclone","1664","1618","mL/min","511","511","min","799982","104092","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.12","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Accell Clean (20% concentration)","75% to 100%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","N-Dex Plus","N","","Y","Nitrosol EN15 (unlined)","N","Y","N","N","Y","N","Y","Metatarsal Guards","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","Y","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool","Detailed Vessel Decon","","541284","541284","","2010-08-30","cyclone","1600","1590","mL/min","582","582","min","789119","540899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green| 7248","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","MAX NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 1","Equipment Decon","","543222","543222","","2010-09-13","cyclone","1620","1640","mL/min","401","401","min","798119","340899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.15","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","N","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 1","Equipment Decon","","545456","545456","","2010-09-13","tp","2020","1990","mL/min","360","360","min","767554","541138","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.14","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 1","Equipment Decon","","545467","545467","","2010-09-14","tp","2040","2000","mL/min","315","315","min","767554","541136","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.17","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green| Z Green","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 1","Equipment Decon","","545470","545470","","2010-09-14","tp","2000","1910","mL/min","462","462","min","591648","878","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.28","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Accell","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","inner","N","","Y","Buryl","N","Y","N","Y","N","N","N","","Y","Hal Lite","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 2","Non-Vessel Decon","Bladder Containors","545455","545455","","2010-09-15","tp","2060","1970","mL/min","446","446","min","691639","878","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.22","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Not Specified","","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","Inner","N","","Y","ornoroy Nitrile-butenene outer","N","Y","N","N","N","N","N","","Y","Max Lite","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","Y","N","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Boom Decon","","536621","536621","","2010-08-22","tp","2030","1980","mL/min","589","588","min","691648","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.25","MG/M3","J","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","Y","N","N","","Y","MAP NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","Y","Pe Coated Chem Map 1"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Boom Decon","","538845","538845","","2010-08-22","tp","2010","1950","mL/min","615","613","min","798119","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Mean Green","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","Y","PE Coated Chem Max 1"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Boom Decon","","541094","541094","","2010-08-26","tp","2.0199999809999998","2.1299999999999999","L/min","600","600","min","691648","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.42","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","Y","N","N","","Y","MAX NRR30","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Boom Decon","","541105","541105","","2010-08-26","tp","2.079999924","2.1600000000000001","L/min","610","610","min","691639","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.26","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","N","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","MAX NRR30","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Boom Decon","","541312","541312","","2010-08-26","cyclone","1.6100000000000001","1.6899999999999999","L/min","616","616","min","798119","540899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.15","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","Y","N","N","","Y","MAX NRR30","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Boom Decon","","541313","541313","","2010-08-26","cyclone","1.6100000000000001","1.6899999999999999","L/min","610","610","min","767554","540899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","MAX NRR30","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Detailed Vessel Decon","","541102","541102","","2010-08-30","tp","2.0199999809999998","2.0499999999999998","L/min","502","502","min","691648","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.098","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green| 7248","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","MAX NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Detailed Vessel Decon","","541103","541103","","2010-08-31","tp","2000","2010","mL/min","400","400","min","591648","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","7248","25% to 49%","N","N","N","N","N","N","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","Y","N","N","","Y","NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Detailed Vessel Decon","","541287","541287","","2010-09-02","cyclone","1610","1590","mL/min","575","575","min","798119","540899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","J","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","7248","50% to 74%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","N","N","N","","Y","MAX NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Detailed Vessel Decon","","541288","541288","","2010-09-03","cyclone","1630","1570","mL/min","585","585","min","798119","540899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.11","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","7248","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Detailed Vessel Decon","","541289","541289","","2010-08-31","cyclone","1600","1590","mL/min","400","400","min","798119","540899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.16","MG/M3","U","Level II","Y","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","7248","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","Y","N","N","","Y","NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","538576","538576","","2010-09-15","tp","2010","1960","mL/min","557","557","min","799982","541138","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.15","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Z Green","75% to 100%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","N","N","N","N","N","N","","Y","3M1100","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","538847","538847","","2010-08-24","tp","2020","2170","mL/min","542","542","min","691639","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.3","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","N","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","540915","540915","","2010-08-25","cyclone","1620","1700","mL/min","","","min","767554","","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.1","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","541087","541087","","2010-08-24","tp","2060","2180","mL/min","610","610","min","691648","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.23","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","En15","N","","N","","N","Y","N","N","Y","N","N","","Y","Max NNR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","541091","541091","","2010-08-25","tp","2040","2140","mL/min","634","634","min","691648","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.33","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","Y","N","N","","Y","Max Lite NR534","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","541100","541100","","2010-08-25","tp","2100","2220","mL/min","541","541","min","691639","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.3","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","N","","N","","N","Y","N","N","Y","N","N","","Y","Max Lite SNR34","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","541106","541106","","2010-08-22","tp","2000","2030","mL/min","552","551","min","691639","536627","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.16","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","10% to 24%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","Y","PE Coated Chem Max 1"
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","541298","541298","","2010-08-28","tp","1.6200000050000001","1.5436000000000001","L/min","486","486","min","798119","119614","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.19","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Water Only","","50% to 74%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","Outer","N","","Y","Latex innter","N","Y","N","Y","Y","N","N","","Y","Max Life","N","","N","N","","N","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","541309","541309","","2010-08-24","cyclone","1630","1590","mL/min","570","570","min","767554","540899","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.15","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","25% to 49%","N","N","N","N","N","Y","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","Max NRR33","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
"2014-04-18 12:15","2014-04-20","Personal Breathing Zone Oil Mist OTH-03v01-01b","2001","Personal Breathing Zone Samples for Industrial Hygiene Program","Pascagoula Decon Pool 3","Equipment Decon","","541318","541318","","2010-08-25","cyclone","1600","1670","mL/min","638","638","min","798119","540889","Natural sample","Air/Vapor","Ambient Air","Gravimetric Oil Mist","OIL_MIST","Target Analyte","0.13","MG/M3","","Level II","N","NIOSH_5524","","GALSON","","Pressure Washing (>3000psi)","Other","Simple Green","10% to 24%","N","N","N","N","N","N","","N","N","N","","N","N","N","Y","EN15","Y","","N","","N","Y","N","N","Y","N","N","","Y","Max lite NR534","N","","N","N","","Y","N","Y","N","N","","Y","N","N","N","N","N","N","N","Y","N","N",""
